,phone_no_m,sms_count,sms_nunique,sms_rate,calltype_2,calltype_rate,hour_mode,hour_mode_count,hour_nunique,day_mode,day_mode_count,day_nunique,busi_count,flow_mean,flow_median,flow_min,flow_max,flow_var,flow_sum,month_ids,flow_month,arpu_mean,arpu_var,arpu_max,arpu_min,arpu_median,arpu_sum,arpu_skew,arpu_sem,arpu_quantile,label
4668,eda47f7681778de90fa8165f117ab3af824518aca3034ca5302e611300bfdcbfe62a6bc6254b6e64309358f083f5223c065a368581979f0766c37cc034fad0d1,180.0,24.0,7.5,179.0,0.9944444444444444,17.0,28.0,15.0,26.0,47.0,26.0,74,4.9182677361273,0.0792322158813476,7.43865966796875e-05,532.2390537261963,1840.795770940084,762.3314990997314,4,190.5828747749329,32.48333333333333,124.58166666666666,37.1,9.7,37.0,194.9,-2.449383518402775,4.556710558189001,37.0,1
2109,47ebefefe5b3ba9743cb04700a5a4e7027906c5015864afed041ce0caa845090471ba4e4904003906cb170dc7c96a31523a783f0638ede61fe0fdfbe194ac02c,67.0,11.0,6.090909090909091,64.0,0.9552238805970148,10.0,26.0,10.0,3.0,20.0,6.0,0,0.0,0.0,0.0,0.0,,0.0,0,,306.785,182619.46125,608.96,4.61,306.785,613.57,,302.17499999999995,306.785,1
2125,14659da039ad40a1160d2f7819221a0a9ba2954aef59d00c19e0d19269f16ca6d7b732a47fa85c5752fa0297eaaebb30af3f813e1d5f8f4160ec972fd84bfab5,91.0,19.0,4.789473684210527,85.0,0.934065934065934,17.0,31.0,11.0,2.0,30.0,13.0,50,11.714658750806535,0.0438508987426757,0.0003738403320312,734.2258825302124,7711.3876350306255,820.0261125564575,2,410.0130562782288,78.39999999999999,21.16000000000001,85.3,76.1,76.1,313.6,2.000000000000005,2.3000000000000007,76.1,1
4687,00bc0f0cb69f6376fad54f5b0b5e9a62ad086295b7d05353f4b88c44ba463c79113a566b8038cbb5f3fe6cf23253d08b203c0b81f4e17d225ac8843a88ecb371,57.0,15.0,3.8,53.0,0.9298245614035088,15.0,12.0,14.0,1.0,14.0,8.0,5,20.79578463236491,0.0391139984130859,0.0047206878662109,124.44654560089111,2578.442786467548,124.77470779418944,1,124.77470779418944,,,,,,0.0,,,,1
2115,46df7d639dc94bc5f49dbb63b155dca4cc4aa6a271fc3c572bf85fa96d459d19d88ef88e749caac1b047f7396ea05b9832c3a042f54424a9c4aad5c6dd445a57,2838.0,258.0,11.0,2773.0,0.9770965468639888,11.0,317.0,24.0,16.0,166.0,31.0,404,53.33893352807992,0.2247018814086914,6.580352783203125e-05,8697.104652404785,191161.9540824676,78141.53761863708,8,9767.692202329636,66.8375,0.4426785714285711,68.0,66.1,66.65,534.7,0.8665679389063834,0.235233546562924,66.65,1
4685,770d23313a2efd9b72e949e21dfdda0b66ec169c16339586af27bb8c9a2d809187f23b45ee17ac40f4ad29cc733848a2e95b2c83af7122a01b2de11dbafaa5a8,116.0,19.0,6.105263157894737,110.0,0.9482758620689656,11.0,68.0,9.0,13.0,49.0,8.0,17,0.0491575135125053,0.0095376968383788,0.0009241104125976,0.50823974609375,0.0144594908835042,0.884835243225097,1,0.884835243225097,666.7,,666.7,666.7,666.7,666.7,,,666.7,1
4683,ac0703d0f5abb675ec2ee5149904256a46397d62a4066d33eeb2559ce99f3d1f11602d8d607ba8dbf8dc249da7c122da30d13fadecd79edd853d91987d55be05,2582.0,581.0,4.444061962134251,2301.0,0.8911696359411309,11.0,241.0,20.0,25.0,133.0,31.0,311,52.23414431482482,0.1999273300170898,8.7738037109375e-05,11972.288210868835,211662.8555247493,65135.97796058655,6,10855.996326764423,172.45875,94.91589821428566,196.57,169.0,169.0,1379.67,2.8283542732803246,3.4444865040794843,169.0,1
2119,b95ee1db6fcd2869009660b96f79add41a9f7bb31eb24f85e1de8c4e9793f5d8347fe290f27f5096a5e42c42d93ad70232a142e05405a00fb5dcdaf2616eb745,1105.0,97.0,11.391752577319588,1103.0,0.9981900452488688,9.0,154.0,22.0,3.0,84.0,31.0,183,53.53610702604056,0.2745413780212402,0.0001373291015625,5220.309205055237,105667.2596256562,41115.730195999146,8,5139.466274499893,102.4625,2127.8055357142857,158.7,69.0,69.1,819.7,0.6441638101906969,16.308761202626204,69.1,1
4682,ed25e483e8e05f7b0129579880e31346f84c8395539d991bb6aa003775398c2c1d037dc6f056efb9efc0bc720769dbeba2201c1c21cd492c3ae0e2288b7c8247,150.0,21.0,7.142857142857143,150.0,1.0,18.0,62.0,13.0,13.0,61.0,18.0,4,0.0215961668226453,0.0065441131591796,0.0003509521484375,0.142979621887207,0.0021010089430496,0.1943655014038082,2,0.0971827507019041,49.9,84.63999999999999,54.5,36.1,54.5,199.6,-1.999999999999999,4.6,54.5,1
2123,17b37406c6f14c7af421bf83fb8364826df5e80accdc702414ebe863ebd60946649939f4c111026e32e1152af6d287aee0339a920dfa0f007dd18d148247bb45,74.0,11.0,6.727272727272728,73.0,0.9864864864864864,11.0,37.0,9.0,19.0,38.0,4.0,29,1.871351210276286,0.0239806175231933,0.0003890991210937,40.93363094329835,57.21884958100661,56.14053630828858,1,56.14053630828858,62.24,,62.24,62.24,62.24,62.24,,,62.24,1
2128,e34f6fdf61d94269be65da25a55a241e6ec330f886a477ee39cf0eb67a5fcd596a8ba66106c347453d07409ce3e33693b8bcf5b56a5d78a3a9e84fb488e0ab25,73.0,17.0,4.294117647058823,63.0,0.863013698630137,10.0,40.0,6.0,29.0,32.0,6.0,14,6.773863665262859,0.0125818252563476,0.0014724731445312,99.3061227798462,655.4554134483441,101.60795497894289,1,101.60795497894289,22.825,844.1940499999998,43.37,2.28,22.825,45.65,,20.545,22.825,1
2141,e4ab61f28fb5b4c50d91d80ce0a45610fe5ac2e291cb50b5706c61115941ad0bc651d9c68b0c0434ab602958d261e70488a90d94e5b8fcfaa0a9cce066ea07e3,254.0,15.0,16.933333333333334,228.0,0.8976377952755905,9.0,71.0,14.0,26.0,70.0,11.0,53,1.896496678962082,0.040349006652832,0.0001821517944335,62.46071529388428,67.36725079907718,115.686297416687,2,57.84314870834351,52.822,705.27092,74.61,6.5,61.0,264.11,-1.9445454259825048,11.876623425873197,61.0,1
4674,a4c74018d1bb54d44c01c58d5425f74105e3a3b9641de6374acd4859e887f16c89d19f47555bc434a0ed7c1358b61f0446fcf8503a1a198e779896282bd4a607,187.0,21.0,8.904761904761905,175.0,0.9358288770053476,11.0,46.0,12.0,22.0,33.0,22.0,98,19.65448091128101,0.0880956649780273,0.0001144409179687,2487.695237159729,33913.60198761041,5739.108426094055,4,1434.7771065235138,56.435,2327.66645,90.55,22.32,56.435,112.87,,34.114999999999995,56.435,1
4673,93149cbb083020372cf4a6cbc0033b4c5a048e5ef0768f31057ed75497830a7d2d66023e41748361a28a29cfcba41cb64c06f0dd503bf916d65412316f39302f,49.0,5.0,9.8,49.0,1.0,11.0,21.0,7.0,4.0,18.0,4.0,5,8.559505144755045,0.0076255798339843,0.0008249282836914,51.24829864501953,437.36115900343503,51.35703086853027,1,51.35703086853027,65.7625,7660.6256250000015,197.05,22.0,22.0,263.05,2.0,43.7625,22.0,1
4672,c87fa1ccc7724501af9f3b235ef4b0a28fa1353ab9b97a73ffbccdbf40359808c9fbf9da421cbc17f67deeca73f4da54cc9ce5c6d8ee7474a947ef06da105cf8,1873.0,301.0,6.222591362126246,1820.0,0.9717031500266952,10.0,375.0,21.0,26.0,112.0,31.0,358,111.3362857419362,0.4178009033203125,7.43865966796875e-05,12635.293898582458,569600.2913103622,169676.49947071075,8,21209.562433838844,135.51749999999998,279.69510714285724,156.86,110.0,140.20499999999998,1084.14,-0.8950531006650269,5.912857887084481,140.20499999999998,1
2134,7b621601d398629429c14c024a63ff8b0991f935959ed625c6fe3ab81310ae034bdfec91cf3eed40449e97db9faa0843381023f34dadd027ce5a065a201e8c08,63.0,7.0,9.0,55.0,0.873015873015873,13.0,18.0,8.0,23.0,51.0,4.0,0,0.0,0.0,0.0,0.0,,0.0,0,,65.06,,65.06,65.06,65.06,65.06,,,65.06,1
2135,016d24b24afb806f3ba781e65789246de977c10889724adb41f02bfaabffb0cbfefe4374ea1a903778d91432e2d75f031dd01f617c37144568d3932155ca8331,24.0,6.0,4.0,23.0,0.9583333333333334,18.0,12.0,7.0,9.0,12.0,5.0,0,0.001382827758789,0.001382827758789,0.001382827758789,0.001382827758789,,0.001382827758789,1,0.001382827758789,34.035,2182.6224499999994,67.07,1.0,34.035,68.07,,33.03499999999999,34.035,1
2137,74f8d933649fc979923704418320a53a0583cfb59a16de99d661a4dd5cf796745ae5108e5d4cf0bdefe2dff4cda89653e03819332b7ccef3723382cbeaaf4be9,304.0,37.0,8.216216216216216,302.0,0.993421052631579,11.0,54.0,15.0,14.0,38.0,30.0,104,10.694019989172618,0.0965180397033691,7.43865966796875e-05,527.1952476501465,2561.9684074103498,2566.564797401428,4,641.641199350357,124.056,32827.20608,444.88,19.0,55.84,620.28,2.1256240107493265,81.0274102757826,55.84,1
2140,196e8dcc33a19cd22c5db35dd672f767cfc1bf44d24e63ca347a675833454b799d57d37b23df8b433e3097784340af538e12909f24432add762271a94deba62b,2181.0,528.0,4.130681818181818,2125.0,0.9743237047226044,11.0,257.0,22.0,9.0,124.0,31.0,500,37.26767272939615,0.3182187080383301,0.000105857849121,3571.389569282532,55757.07295979602,74013.59804058075,8,9251.699755072594,91.9225,798.3728499999999,152.6,69.0,81.35,735.38,1.6916602302521055,9.989825136107235,81.35,1
2041,961bec6ea744ebe1fc4d5ff9df811387d8664e7ebc562dde7f0f5badece887dedac01ac01a2e6eee0d7ee8ec3f347a6cd5c3934a7a556bbae7d0022384461009,267.0,43.0,6.209302325581396,248.0,0.9288389513108616,9.0,56.0,14.0,6.0,38.0,28.0,8,12.013405799865724,0.026745319366455,0.0001068115234375,119.84119701385498,1435.4124233100997,120.13405799865724,3,40.04468599955241,,,,,,0.0,,,,1
2037,9241b593d300cf6b853ff21d3a4ec0f5317d6ecbf3c08dbd439fd2743f390c12e3fac0d0a5ff5a93b7555f110aa5ee59f16c5e9af65fb66afe6e844d44d2270b,49.0,6.0,8.166666666666666,49.0,1.0,16.0,34.0,5.0,5.0,34.0,3.0,17,3.125930415259468,0.0217156410217284,0.0004348754882812,39.74293422698975,91.22055957734264,56.26674747467042,1,56.26674747467042,43.38,,43.38,43.38,43.38,43.38,,,43.38,1
2036,61d7b1b0dd933307ed79457ca5e7150b4c09fe0d7bd93fbf9a46a50fdfcda9c068906eff428b85bdff799befa0dc7b2c94b891a5843578818516fc70a3180c4d,169.0,17.0,9.941176470588236,166.0,0.9822485207100592,11.0,23.0,17.0,17.0,23.0,23.0,138,17.859304581096467,0.0804462432861328,0.0001792907714843,603.4790506362915,5293.738628601262,3339.689956665039,2,1669.8449783325195,,,,,,0.0,,,,1
1953,ddfd3b637366dfa21f970e31f18a45d71383c983e4a9f66c5644d18f88b91aa21fc4971b3d7f3f3c63727f9a443201ba7a2410d8fe5b85b73ae5a4b32f37388a,3.0,3.0,1.0,3.0,1.0,12.0,3.0,1.0,26.0,3.0,1.0,0,0.0,0.0,0.0,0.0,,0.0,0,,1.1,,1.1,1.1,1.1,1.1,,,1.1,1
1941,d790d68147a61ee045771f2bd0b2ef30a111fc791176ebb217d5507c31ceaa91078482a196c7af4ea94fa8140bc82d26df48064149464da79c5cb09232b6db9e,96.0,9.0,10.666666666666666,95.0,0.9895833333333334,9.0,23.0,12.0,2.0,21.0,15.0,0,0.0,0.0,0.0,0.0,,0.0,0,,44.43714285714286,221.8629904761905,50.4,10.66,50.0,311.06,-2.645192311107157,5.62980576265026,50.0,1
1943,a7e88c5a835378947142a90c34a7e45c391691f18789bf334bff672ea6b997eaf39add324655019428fbdeb45bf9d45929dd3096c16ec9da82a6e5f63e4d47d8,50.0,6.0,8.333333333333334,49.0,0.98,17.0,19.0,5.0,20.0,23.0,4.0,1,0.0011892318725585,0.0011892318725585,0.0005035400390625,0.0018749237060546,9.403465810463492e-07,0.0023784637451171,2,0.0011892318725585,2.78,6.607266666666665,6.6,1.25,1.635,11.12,1.8937310012433817,1.285230199873418,1.635,1
1945,c21e9beccb24981f98b3f1a2edee226e137bdd83f9935a6e515563a9977685abf17681ed4ce3719c9f6ac3ab6f0200dfc30d89fecb8f87b4bfe6e13f9a2e089a,89.0,8.0,11.125,88.0,0.9887640449438202,15.0,46.0,7.0,5.0,30.0,8.0,0,0.0,0.0,0.0,0.0,,0.0,0,,2.79,,2.79,2.79,2.79,2.79,,,2.79,1
1946,78dbb05c2326b3501322fe21ca7131bd36313bec0e674fe535eb4b5e5df56894d3800fab7da429b462a187e2e2e637a2b0406ec1ec5d6a409294de3cd17439a5,1458.0,235.0,6.2042553191489365,1447.0,0.9924554183813444,9.0,179.0,22.0,17.0,85.0,31.0,320,88.80243139142304,0.3823189735412597,7.43865966796875e-05,10127.949348449709,367679.79791031376,135867.72002887726,8,16983.465003609657,48.9625,0.0055357142857144,49.1,48.9,48.95,391.7,0.8237682964911891,0.0263052140404579,48.95,1
1948,1f1b46fdb546bc841bcb48683488f956ca256c1aa997baca540fd40cc79fa24a398dfa14a67f8241dbdc608872dd04f8eebc9816afd7a6afb67a59275c494cc2,155.0,22.0,7.045454545454546,152.0,0.9806451612903224,12.0,43.0,14.0,18.0,80.0,11.0,22,0.1824230111163595,0.0287237167358398,0.0001335144042968,0.894282341003418,0.0703280838870952,4.1957292556762695,1,4.1957292556762695,,,,,,0.0,,,,1
4799,142d2d3b2df8faf56d7b6314cd4aa681d9db4841c2a61db3fd5bb9f21363bd05ad0901eb08f964b5c842622f3fd893e5453bc73bf047b29f4f2c0a788880ad10,62.0,10.0,6.2,59.0,0.9516129032258064,21.0,20.0,9.0,4.0,28.0,5.0,4,0.0351055145263671,0.0411386489868164,0.0007562637329101,0.083221435546875,0.0011216801914997,0.1755275726318357,1,0.1755275726318357,30.905,1040.13605,53.71,8.1,30.905,61.81,,22.805,30.905,1
1952,0938beec4875d58a0fcb050983b9e764cb03ab9e54824c84d927f8ace5c56df8f025ab0663f8dff5cda9c3f8c72c8b3345a5a95f4beb3b67fdcdabb0d0ede96e,60.0,9.0,6.666666666666667,50.0,0.8333333333333334,11.0,18.0,11.0,13.0,12.0,9.0,34,4.400660078866141,0.0440349578857421,0.001408576965332,61.81443977355957,194.90360807904605,154.02310276031494,1,154.02310276031494,67.795,4761.90405,116.59,19.0,67.795,135.59,,48.795,67.795,1
1954,ce213fafd1f494d029a36d007bd3039c5020f99050cd8bfa28fd4de36af25b7362e5284ecf2df99977da8382a147e6c1a5cb93f0fb48eb50e482f5b24499126c,108.0,20.0,5.4,107.0,0.9907407407407408,11.0,30.0,11.0,5.0,43.0,16.0,13,18.800392832074845,0.0160121917724608,0.0004348754882812,262.92045879364014,4936.831685710128,263.20549964904785,1,263.20549964904785,53.935,0.1089000000000012,54.1,53.44,54.1,215.74,-2.000000000000032,0.1650000000000009,54.1,1
1936,433f619b84ffd8d262b450d9f6048404108e787ea29f16aad84f925bce51a4480376aa63ad9396ba0b0aec447a24986d033f004cbf94d47a9b912c2c939e8248,725.0,18.0,40.27777777777778,701.0,0.966896551724138,11.0,90.0,20.0,7.0,56.0,31.0,41,0.7992306911584103,0.0545792579650878,0.0002288818359375,7.557705879211426,2.5240082774300543,52.74922561645508,8,6.593653202056885,11.62125,12.392441071428568,20.29,10.0,10.38,92.97,2.77335006216718,1.244610434605371,10.38,1
4794,ad92b99b0a47474a23ebeb696f3895d6f71d5658e9a218e9b2cf9e0928ecb9d26d48c1820990656a117875448ab22b7267154f322d5fc7decbc5aafb88963cfc,2770.0,808.0,3.4282178217821784,2740.0,0.9891696750902528,11.0,297.0,23.0,24.0,202.0,31.0,528,54.40491436336352,0.2821950912475586,7.43865966796875e-05,4850.394402503967,79453.42355514725,156414.1287946701,8,19551.766099333763,69.9425,1173.520507142857,147.1,50.0,50.0,559.54,2.0050623184292014,12.111567338410712,50.0,1
1959,959df3eff152bc5f6c33d826653af08e731571302f0ab2df6227d41a6759b897817479703f6833da167408ca409495b5a9af9625f270c416fa975acc1d779910,37.0,7.0,5.285714285714286,31.0,0.8378378378378378,16.0,23.0,6.0,6.0,33.0,3.0,24,5.779713325500488,0.0164222717285156,0.0017938613891601,143.81590461730957,826.9971381451086,144.4928331375122,1,144.4928331375122,17.342000000000002,359.08982,49.71,6.0,6.0,86.71000000000001,1.8087536488553284,8.474548011546101,6.0,1
4792,2aa08b8534797dbedffc6c6a3106d0d841f5fa99eae945b782dc1e84381698a938022bbefe5f81084e3ba14f772014d6935b2d248cf8c763264d581f0d7b7106,601.0,60.0,10.016666666666667,600.0,0.9983361064891848,15.0,182.0,18.0,13.0,143.0,28.0,151,33.33478796428145,0.3343887329101562,0.0001144409179687,2022.7666387557983,25934.919259524584,7366.988140106201,4,1841.7470350265503,43.734,32.105779999999974,53.87,41.2,41.2,218.67,2.2360679774997894,2.533999999999999,41.2,1
1962,020ce38e4753f67e0ffc7c5ad783e2cb41949e7084dca1731fc2520e5336335e7e7385993a4f0dfe131ed02e9b7ab5d18b51dc4a77c926c9f5924edd4b7c85ee,46.0,5.0,9.2,42.0,0.9130434782608696,12.0,8.0,9.0,1.0,16.0,5.0,0,0.0,0.0,0.0,0.0,,0.0,0,,47.076,7459.28888,201.38,1.0,11.0,235.38,2.2217861122232123,38.62457476788579,11.0,1
4791,349a3b298dc2b1cc7ce3d340166b6427f7d59dccb868e7ef52b06b30fc5a8db407cd567cb6e1f07df0ce5d6816eb4f71e4c05e4bf24370ffe59ce08504a57028,30.0,11.0,2.727272727272727,26.0,0.8666666666666667,14.0,9.0,6.0,5.0,5.0,10.0,0,0.0,0.0,0.0,0.0,,0.0,0,,19.716,1.015680000000001,21.12,19.0,19.0,98.58,0.8459557281490531,0.450706112672105,19.0,1
1964,93f871684338ff52b7460fa474d13f3ceb784b0b18cffe4ab2d71bb6003b14af9fc892c21e3ca7fa08b08fa554ecb1c759e37aee8706885656d2242b15192421,2456.0,410.0,5.990243902439024,2414.0,0.9828990228013028,23.0,617.0,24.0,28.0,620.0,31.0,297,68.54734561278966,0.2727441787719726,0.0001144409179687,6287.271550178528,155694.5807496901,88494.62318611145,8,11061.827898263931,65.125,2854.036457142857,196.79,40.6,49.155,521.0,2.7813936161345434,18.88794740417437,49.155,1
4790,a207e4edfd4d68a9ebe8fe8e075b9abb07db88a307cbc499162fa94b63498a27936e175b6cea5e179daa1675d90b8f243123a8d35b9a7499f73375cb326e3962,3017.0,936.0,3.2232905982905984,2920.0,0.967848856479947,9.0,398.0,24.0,1.0,243.0,31.0,229,103.08476094697652,0.3305006027221679,0.0002393722534179,6548.934278488159,318921.18651069683,39172.209159851074,2,19586.104579925537,97.1375,510.8230214285715,131.05,71.57,99.045,777.1,0.2785401874069935,7.990799564409774,99.045,1
1939,85df8703d44ecaea517ee48b27b849fec52878839b784745e5cbbe0c1f7b9a92cfc4f1f8590f97944f93d149191117e953546e13663db51693961dad28d9d87b,63.0,8.0,7.875,62.0,0.984126984126984,9.0,15.0,8.0,25.0,24.0,5.0,0,0.0,0.0,0.0,0.0,,0.0,0,,226.4533333333333,131118.73623333336,644.57,15.79,19.0,679.36,1.731897679465048,209.0603869964636,19.0,1
4808,d076a6002cbcf9667fdf374e0bc531b0e128d248de657b1589d5c95f7f02dfe0aba8cff5b588af13264ee0e3013cb20ddb63958326624b5f32a0b5eaed89be19,248.0,65.0,3.815384615384616,247.0,0.995967741935484,11.0,37.0,19.0,8.0,28.0,26.0,94,8.424315488379156,0.0589656829833984,0.0001106262207031,844.8886375427246,4529.851335462893,2468.324438095093,7,352.61777687072754,29.625,193.2053142857144,57.7,22.0,22.0,237.0,1.6687841244775896,4.914332537152354,22.0,1
2033,f067612cb87a753fcc045014e41090b3cc1cf607b03c5288fe7bf14b47642b1eda2312b40721593ef55a8b6b4df3a2beb959b44bf140652a6610e3bc66cf83cb,56.0,15.0,3.733333333333333,45.0,0.8035714285714286,10.0,23.0,5.0,5.0,23.0,5.0,13,15.687348874409992,0.0114097595214843,0.0013322830200195,234.35896396636963,3659.4967772469686,235.3102331161499,1,235.3102331161499,44.29,,44.29,44.29,44.29,44.29,,,44.29,1
4829,4ecd38cce6a40a83e63a3b1ad314767703b4d35d4e0cc469edb189490d1c0800c56239a420a68c404a325c31c0d0b441b815658b2fbbf52557d66d577515dea4,740.0,274.0,2.7007299270073,511.0,0.6905405405405406,18.0,167.0,24.0,29.0,253.0,31.0,0,0.0,0.0,0.0,0.0,,0.0,0,,250.32125,168443.87829821432,959.53,1.0,12.35,2002.57,1.3922128947104802,145.10508187957024,12.35,1
1893,9385dabf2b56704195ac67f3af9373c66a1abf47e040ed33241e571bb7d045397c1ad4317281c22f88fbd8714b2fb9a6d57eff440830ea063335ad47cca0f013,2465.0,460.0,5.358695652173913,2438.0,0.9890466531440162,10.0,274.0,24.0,4.0,139.0,31.0,264,32.520870997825014,0.2311544418334961,7.43865966796875e-05,2890.1911392211914,29383.18643498576,39382.77477836609,6,6563.795796394348,385.4475,4883.329907142858,538.34,336.93,354.56,3083.58,1.8163864590181755,24.706603133430896,354.56,1
1895,b01f24a1a27204dd81ae0ba1b44044844c2cfe6816c4098602a14b382bab9c6d4e78cd4ee5cd79eda57fcdca4e8c444e1394b71b0db63d0be2ba3103ab57fbce,112.0,3.0,37.333333333333336,96.0,0.8571428571428571,15.0,19.0,12.0,21.0,88.0,6.0,14,0.0318386554718017,0.0062203407287597,0.0005903244018554,0.2916078567504883,0.0052573360962924,0.5094184875488272,1,0.5094184875488272,25.294,198.07218,50.47,19.0,19.0,126.47,2.2360679774997894,6.2940000000000005,19.0,1
1898,eaf2a17e190178d80432071da5369fd4cd73c2cf44d3e4f09c1bee034bb528d907ff05428f355eabbe405ce643c7104cb97be98c9f0e823bc1c26ff5365c1f72,42.0,4.0,10.5,40.0,0.9523809523809524,10.0,17.0,7.0,6.0,21.0,5.0,0,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,0.0,,,,1
4837,f6feaea015cdd555091beccc039c8df25b4bc3f6d99f3ed73dc5395f6b2321f398206ebf9cdc9b67aab2249f1e7b923f5185f5d975377a07dee7fbefe9bd8360,411.0,86.0,4.77906976744186,337.0,0.8199513381995134,17.0,54.0,21.0,6.0,38.0,31.0,232,47.6152934933653,0.1787872314453125,9.1552734375e-05,4255.683537483214,82672.37499710124,24045.723214149475,4,6011.430803537369,68.00200000000001,5000.61587,177.69,14.0,25.85,340.01000000000005,1.204242616585916,31.62472409365811,25.85,1
4836,02767a210ef3b779e9f8a19f97f9454e583b021344b1f85e6c8c4063f9ff2387a1585829f51e6e85d69ccc11187305ce21de3677c3191cf1a7da5d31d427bba8,275.0,29.0,9.482758620689657,273.0,0.9927272727272728,15.0,48.0,12.0,27.0,37.0,28.0,49,0.4508456438779831,0.0291724205017089,0.0001449584960937,8.718424797058105,1.6931179228153324,28.85412120819092,3,9.618040402730308,61.662,721.5792199999997,76.6,13.91,70.6,308.31,-2.1666489774740625,12.013152958320306,70.6,1
4831,6aeda28673f102a3b403fffbc912a3c0acd25fa0002aeece3dfb73a8e728c27bd449e96ae258312187a8e3e8d41986545b7dd96625fa2a12ac3ff80260fff4c8,547.0,49.0,11.16326530612245,532.0,0.9725776965265084,10.0,95.0,15.0,25.0,78.0,31.0,10,6.938097607005727,0.0151071548461914,0.0060939788818359,76.08064460754396,525.8764013444122,76.319073677063,1,76.319073677063,38.64142857142857,132.98001428571425,43.0,12.49,43.0,270.49,-2.6457513110645894,4.358571428571428,43.0,1
4830,78721894f34a3baf50fe5f82f6684b192d05ea8d9048c21c5699faf71eb19edf337b4b2fe6ab8ac99c8076eaec8831b1b77a1153b748da77627834c5093d3eba,1342.0,230.0,5.834782608695652,1278.0,0.9523099850968704,10.0,192.0,22.0,9.0,83.0,31.0,264,166.9940948821932,0.236729621887207,7.43865966796875e-05,25669.36933708191,1942242.140332379,170834.95906448364,8,21354.36988306045,209.46375,758.4816553571425,238.14,175.8,227.0,1675.71,-0.5676086660115902,9.737053297566096,227.0,1
1909,f07b47375abcceaa79144d454a87a0e3e8d32ea15f953b3267ecec1ffaa1336c136b817e681fb270b5d27f7e55d2b104a9b78f01b5c09f13ba150beeed47f43f,46.0,8.0,5.75,46.0,1.0,16.0,15.0,6.0,11.0,26.0,4.0,0,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,0.0,,,,1
1933,ca59c9a64f2daa474ea208d78323b67832898311016c84fdad38d304c341dea3ec7d94c0c4b13e0a7c30c6e1f7960c613a92f5efaa16ce18001faf51acf17bab,84.0,37.0,2.27027027027027,84.0,1.0,15.0,15.0,16.0,10.0,27.0,8.0,0,0.0,0.0,0.0,0.0,,0.0,0,,11.4625,714.1512499999997,77.6,2.0,2.0,91.7,2.8284174315716224,9.44822238571891,2.0,1
1912,be97e9d3041bcb61f8f90f1b7f93c844988ef32600623e27fac9f55f2fe1027ca3404ca9afbb8784d2552771f72b7bfb2a19cdde7498869d8fdf22327a2334ca,152.0,45.0,3.3777777777777778,128.0,0.8421052631578947,11.0,38.0,11.0,18.0,66.0,6.0,0,0.0,0.0,0.0,0.0,,0.0,0,,762.15,,762.15,762.15,762.15,762.15,,,762.15,1
1914,4ec7738990806c7b0797e0b3f1a158ccd263948d3ff6ac0e2c4901b37c6a1e5834973f940109dee0fde19f82b607048db6f84b3233f19006a67921cf08224c66,117.0,35.0,3.342857142857143,114.0,0.9743589743589745,15.0,26.0,14.0,21.0,17.0,22.0,206,97.31322865199792,0.1525802612304687,7.43865966796875e-05,9371.649856567385,433329.2127628498,37270.96657371521,3,12423.655524571735,183.98,1360.828,199.2,108.68,199.0,1103.88,-2.449463799882622,15.06003541385832,199.0,1
4822,8c6b6a806ed50fced5e9d0fe85ea2a962c1061332d502815cb00320cf42e932a666846f864c8fa860a9a24b7628b332c58e9c70e06332bb697878984ff3ed383,36.0,6.0,6.0,32.0,0.8888888888888888,11.0,30.0,5.0,24.0,31.0,4.0,0,0.0,0.0,0.0,0.0,,0.0,0,,118.735,9725.94045,188.47,49.0,118.735,237.47,,69.735,118.735,1
1919,4645d088e3c1f2e23693d300946af369935484f1b70be416b0a31716c8e5cd79b4f2f379e750f3534809e9cbe118fd3b59d4ff873e5255e61e569be6294f71dc,231.0,14.0,16.5,225.0,0.974025974025974,11.0,50.0,13.0,10.0,20.0,31.0,18,24.540864091170462,0.0175342559814453,0.00018310546875,465.7050838470459,11413.248603835542,466.2764177322388,1,466.2764177322388,,,,,,0.0,,,,1
4817,4c143de98ca775a0df115e3020400c0ed9f213f0b4a1dbfcce3c740d59dd3cd086ac548bd4b2ef6ce92ca0af1c3b9920a9c98351f257df40f7a3c770d4131561,443.0,26.0,17.03846153846154,392.0,0.8848758465011287,10.0,68.0,24.0,12.0,84.0,22.0,138,13.205851980725177,0.0774364471435546,0.000762939453125,392.3954753875733,3138.9473773403115,2099.7304649353027,3,699.9101549784342,90.47,,90.47,90.47,90.47,90.47,,,90.47,1
1924,231a94a12238df7c1c46c3dd5535ac3e4b1748f5bc7f210ec45814b32a221d0eb496dadb45915531ead03153eabcfadf88d0cbab68cfa38bf8de6a45fe89ef33,25.0,4.0,6.25,24.0,0.96,11.0,9.0,8.0,1.0,11.0,5.0,0,0.0,0.0,0.0,0.0,,0.0,0,,36.57,2050.5608,68.59,4.55,36.57,73.14,,32.02,36.57,1
